,date,content,score,version,thumbs,,,,,,,,,
7333,2021-04-25 15:19:22,"a tempo para realizar a validação facial é muito pequeno, tem que fazer 10 vezes até dar certo",1,2.1.9,0,,,,,,,,,
7334,2021-04-25 14:55:07,"Pra fazer o cadastro, o app exige dados da CNH. Eu não tenho CNH. Logo, nem cadastrar eu consigo. 🤡 Fora que o app do tá funcionando pra mim pelo 3G/4G. Pelo wi-fi não funciona.",1,2.1.9,0,,,,,,,,,
7335,2021-04-25 14:45:00,Retrocesso para o servidor publico em relação ao excelente sigepe. Esse APP não tem opção nenhuma...,1,2.1.9,0,,,,,,,,,
7336,2021-04-25 14:42:03,"O reconhecimento fácil não funciona, como faz pra usar este serviço?????",1,2.1.9,0,,,,,,,,,
7337,2021-04-25 14:40:39,"Fiz a validação facial e foi tudo certo. Fechei o aplicativo, mas quando abri ele outra vez pediu novamente a validação facial. Haja paciência...",1,2.1.9,0,,,,,,,,,
7338,2021-04-25 13:56:26,App não funciona. Reconhecimento facial não acontece. Tentei o cadastro em vários celulares e não obtive êxito.,1,2.1.9,0,,,,,,,,,
7339,2021-04-25 12:28:18,"Meu problema é o seguinte, dígito meu CPF e senha e só aparece a mensagem usuário e ou senha inválidos (ERL0002600). Estou tentando dar entrada no meu seguro ja tem 3 doas mai só da essa msg. Já custei a me casdartra na facial e agora isso de usuário e senha inválidos. Não consigo nem entrar no aplicativo. Preciso de uma solução.",1,2.1.9,0,,,,,,,,,
7340,2021-04-25 10:34:50,"Bem ruim cai na mesma situacao de falha no reconhecimento facial aki relatado por varias pessoas,pior q ou funcionario publico e com o fim do SIGEPE deixarei de ver a previa do contracheque,e ainda devo receber a mesma resposta automática do estagiario ""Que varias pessoas conseguiram da primeira vez...etc ..etc"" ,""procure alguem para ajuda lo na foto..."",""Alguns aparelhos nao funcionam...""...",1,2.1.9,0,,,,,,,,,
7341,2021-04-25 09:52:27,"Assim como várias pessoas, também estou com problemas no reconhecimento facial. Não tenho o dia todo para ficar tentando. Liguei todas as luzes de casa, fundo branco, e mesmo assim não dá certo. O problema é esse aplicativo.",1,2.1.9,0,,,,,,,,,
7342,2021-04-25 05:03:09,"Este aplicativo não funciona o reconhecimento facial, ja tentei mais de 20 vezes e nunca da certo! Por favor arrumem este problema",1,2.1.9,0,,,,,,,,,
7344,2021-04-25 01:55:00,"Extremamente frustrante. A iniciativa é boa, porém a execução foi péssima. Praticamente impossível realizar a validação facial. Tentei dezenas de vezes, sem sucesso.",1,3.0.0,281,,,,,,,,,
7345,2021-04-25 01:40:23,"Péssimo, horrível não poderia ser pior... reconhecimento facial o prazo é curto, fica com a luz forte quase cegando, num fundo BRANCO, e mesmo assim não dá...fora o NÃO SOU ROBO, que fica selecionando 1.000 figurinhas...tentativas de reconhecimento fácil, DOZE E NUNCA DA...",1,2.1.9,0,,,,,,,,,
7346,2021-04-25 00:55:13,Como faço pra recuperar minha senha sendo que eu troquei de e-mail e número de telefone? é muito ruim de entender e o reconhecimento facial é horrivel,1,2.1.9,0,,,,,,,,,
7347,2021-04-25 00:26:17,"Muito ruim,minha tia está a horas virando a cabeça pra um lado e pro outro,piscando horrores e sorrindo,a bochecha já doendo e nada funciona,arrumem isso logo!",1,2.1.9,0,,,,,,,,,
7348,2021-04-24 23:43:44,o reconhecimento facial é muito difícil e nem sempre dá certo.,1,2.1.9,0,,,,,,,,,
7349,2021-04-24 22:08:57,Péssimo. Nao faz reconhecimento facial,1,2.1.9,0,,,,,,,,,
7350,2021-04-24 21:48:21,Ridículo esse aplicativo . Péssimo em todos os sentidos. Não reconhece nada facial,1,2.1.9,0,,,,,,,,,
7351,2021-04-24 21:47:08,A câmera não registra os movimentos... fica só falando e tempo passa e nada finaliza... péssimo.,1,2.1.9,0,,,,,,,,,
7352,2021-04-24 21:46:27,Lixo só dá biobetria facial inválido,1,2.1.9,0,,,,,,,,,
7353,2021-04-24 21:14:02,"O aplicativo é péssimo, a começar por Ñ consegui realizar login Ele direciona para tela de autenticação, porém, encontro uma tela em branco, sem nenhum comando.",1,2.1.9,0,,,,,,,,,
7354,2021-04-24 20:09:21,Câmera n funciona,1,2.1.9,0,,,,,,,,,
7355,2021-04-24 19:30:16,não funciona a prova de vida,1,2.1.9,0,,,,,,,,,
7356,2021-04-24 18:59:37,demorada,1,2.1.9,0,,,,,,,,,
7357,2021-04-24 18:06:55,"Aplicativo muito complicado validação facial com dificuldade imensa para realizar o procedimento, desisto de continua.",1,2.1.9,0,,,,,,,,,
7358,2021-04-24 17:53:52,recuoeračão de senha muito complicada,1,2.1.9,0,,,,,,,,,
7359,2021-04-24 17:16:40,HORRIVEL 3 DIAS PRA TENTAR RECUPERAR A CONTA PELO FACIAL E ATE HOJE SEM CONSEGUIR MINHA MAE PRECISANDO URGENTE JA MANDEI EMAIL PRA SUPORTE JA TENTEI DE TUDO QUANTO É JEITO SO RESTOU ESSE FACIAL MAIS O APP NAO AJUDA ...,1,2.1.9,0,,,,,,,,,
7360,2021-04-24 16:27:48,"Não consigo validar a identificação facial. Faço td o processo seguindo as instruções, dentro do tempo (até bem rápido) mas sempre dá erro 😞",1,2.1.9,0,,,,,,,,,
7362,2021-04-24 16:20:53,"Não consigo entrar no aplicativo por não receber o número de confirmação no celular. A implantação do meugov impediu o acesso ao essocial por meio do Token, burocratizando ainda mais o pagamento do trabalhador doméstico. Além disso, falta muita informação sobre sua utilidade e forma correta de usar. Sugiro maior divulgação sobre a maneira de usar e os benefícios que esse aplicativo pode gerar. Nesse primeiro momento de implantação está acontecendo um aumento da burocracia e dos custos.",1,2.1.9,0,,,,,,,,,
7363,2021-04-24 16:20:28,não reconhece,1,2.1.9,0,,,,,,,,,
7364,2021-04-24 15:40:53,enfia no cu esse app,1,2.1.9,0,,,,,,,,,
7365,2021-04-24 15:30:34,"Aplicativo com problema de reconhecimento facial! Já tentei em um ambiente iluminado e com fundo branco, mas não reconhece. Meu celular tem uma câmera de excepcional resolução. Então creio que o problema seja com o aplicativo ou comunicação com o banco de dados do governo.",1,2.1.9,0,,,,,,,,,
7366,2021-04-24 13:43:15,"O gov br alega que minha senha esta errada e por isso cancelou meu acesso , maa nao me permite credenciar nova senha, então o que fazer",1,2.1.9,0,,,,,,,,,
7367,2021-04-24 13:33:14,Boa,1,2.1.9,0,,,,,,,,,
7368,2021-04-24 13:22:10,muito ruin,1,2.1.9,0,,,,,,,,,
7369,2021-04-24 13:15:20,"Esse aplicativo e realmente um lixo! A biometria facial e um desastre, mesmo para quem e habituado ao uso de smartphones, basta ver as dezenas de comentarios aqui. Depois de muitas tentativas voce vence a etapa da biometria, tira sua foto e o sistema invalida o seu esforço, começando tudo outra vez! O Sigepe Mobile funciona muito melhor que este traste!",1,2.1.9,9,,,,,,,,,
7370,2021-04-24 13:14:33,Eu não consigo abrir as minhas informações da minha carteira,1,2.1.9,0,,,,,,,,,
7372,2021-04-24 12:06:13,Péssima,1,2.1.9,0,,,,,,,,,
7373,2021-04-24 10:28:18,Baixei o meugov e ele nem se quer abri e eu precisando abrir pra ver coisas importante e simplesmente não consigo em hipótese alguma agora o governo federal pra dizer que faz algo simplesmente veta o acesso ao meu inss antes mesmo de ter um aplicativos vó que supra nossas necessidades de verdade Agora a população e que fica no prejuízo pois nem abre em celular nem abre em computador e fica aí o problema e o povo como sempre e que paga né Já se foi pra tempo dos privilégios dos pobres né,1,2.1.9,0,,,,,,,,,
7374,2021-04-24 05:31:37,"Ao tentar realizar o cadastro da minha avó, descobrimos que alguém já havia feito um cadastro indevido utilizando os dados pessoais dela. Mas não conseguimos recuperar a senha, pois as informações de recuperação como telefone, e-mail, dados bancários etc cadastrados na conta não são da minha avó! Eu quero saber como resolver esse absurdo!",1,2.1.9,9,,,,,,,,,
7375,2021-04-24 02:36:30,chato demais para acessar,1,2.1.9,0,,,,,,,,,
7376,2021-04-24 02:31:05,Horrível. O reconhecedor de face não reconhece nada,1,2.1.9,0,,,,,,,,,
7377,2021-04-24 01:50:11,App é uma desgraça não dá pra recuperar a conta.. Não dá opção de recuperar pelo e-mail ou número de celular.,1,2.1.9,0,,,,,,,,,
7378,2021-04-24 01:27:53,"Muito complicado. Muito dificil,",1,2.1.9,0,,,,,,,,,
7379,2021-04-24 01:23:02,Não estou conseguindo nem entrar no app. O reconhecimento facil está dando erro,1,2.1.9,0,,,,,,,,,
7380,2021-04-24 01:20:51,"Não estou conseguindo fazer o reconhecimento facial, tentei centenas de vezes e nada. O tempo esgota e você não consegue, não completa, e o tempo acaba. Procurei um lugar iluminado e branco e não deu certo. Uso o aplicativo sigepe, muito bom, porém esse novo aplicativo até agora nada, preciso de ajuda, quero suporte.",1,2.1.9,0,,,,,,,,,
7381,2021-04-24 01:17:32,"No dia que a validação facial começar a funcionar de fato (e não somente com os que ""conseguiram de primeira"", mas não estão manifestando-se aqui), tentarei usar novamente. Até lá, espero que melhorem.",1,2.1.9,0,,,,,,,,,
7382,2021-04-24 00:18:38,A validação facial não funciona chega na última etapa recomeça toda vez. Já tentei por horas e nada. Resolvam isso.,1,2.1.9,0,,,,,,,,,
7383,2021-04-24 00:16:13,"Eu preciso ficar logando toda vez que abro o app? Por favor, isso não é nada prático, ainda mais se considerarmos que o login abre uma página web dentro do app (gambiarra) que é lenta.",1,2.1.9,0,,,,,,,,,
7384,2021-04-23 23:52:42,horrível para tirar a foto!!! não tem parâmetro nenhum de onde focar o rosto péssimo!,1,2.1.9,0,,,,,,,,,
7386,2021-04-23 23:25:37,"Terrível, não funciona essa leitura facial. Muito tempo perdido sem êxito. Está inacabado esse aplicativo?",1,3.0.0,30,,,,,,,,,
7387,2021-04-23 23:12:23,Abaixo de pessimo esse recurso de reconhecimento facial. A ideia era facilitar? Funciona bem com o objetivo contrario.,1,2.1.9,0,,,,,,,,,
7388,2021-04-23 23:04:40,"Nao funciona, vira pra la e pra ca e nada",1,2.1.9,0,,,,,,,,,
7389,2021-04-23 22:45:56,"Aplicativo horrível, a verificação facial nao funciona de maneira alguma!!!!",1,2.1.9,0,,,,,,,,,
7390,2021-04-23 22:36:22,A validação facial não funciona. Reconhece todos os movimentos que pede para fazer mas quando pede a foto a mesma não é validada. Testado em diferentes ambientes e tipos de iluminação.,1,2.1.9,0,,,,,,,,,
7391,2021-04-23 22:34:59,Preciso muito acessar o aplicativo e não consigo na hora de fazer o reconhecimento facial manda virar pra direita e ele não reconhece . Um lixooooo preciso entra no aplicativo oque eu fasso . Em vez de ajuda esse app só atrapalhou,1,2.1.9,0,,,,,,,,,
7392,2021-04-23 22:27:02,"App ridículo. Transtorno para reconhecimento facial. Dá erro de biometria e não sai disso. Mesmo com celular de última geração, iluminação adequada, fundo branco e todas as recomendações que não servem pra nada.",1,2.1.9,3,,,,,,,,,
7394,2021-04-23 22:00:42,"Péssima validação facial. Já tentei inúmeras vezes e não consigo validar, inclusive o sistema pediu tentar mais tarde devido as tentativas já realizadas. Já mudei a iluminação, fundo branco, diferente cores de camisa, cabelo penteado de diferentes formatos, mas é impossível validar!",1,2.1.9,3,,,,,,,,,
7395,2021-04-23 21:59:26,O aplicativo e horrivel! Depois dw muitas tentativas para fazer a biometria consegui. Sai e entrei novamenre e tinha que fazer tudo de novo. Nao achei como colocar a CNH ... Horrivel,1,2.1.9,0,,,,,,,,,
7396,2021-04-23 21:47:35,"O aplicativo é muito falho. Deixa a desejar em todos os aspectos. Reconhecimento facial nem se fala, um verdadeiro estresse para o cidadão.",1,2.1.9,0,,,,,,,,,
7397,2021-04-23 21:27:01,Continua o mesmo lixo. Não funciona não sei pra que existe isso Só me resta comprar um outro meio de fazer esse serviço. Vou desinstalar. É uma grande sacanagem. E perda de tempo. Dei uma estrela. Porque não tem jeito de dar zero. Mas zero é muito aínda.,1,2.1.9,3,,,,,,,,,
7398,2021-04-23 21:09:43,Caramba o app exige minha identificação facial tô a 30 min seguindo os dados e nada. Queria digitar a senha e ter acesso ao serviço,1,2.1.9,0,,,,,,,,,
7399,2021-04-23 20:43:26,App Inutil esqueci a cenha e não tem como criar outra tem que melhorar esse app. Por enquanto não vou dar nem uma estrela não.,1,2.1.9,0,,,,,,,,,
7400,2021-04-23 20:42:39,Infelizmente reconhecimento fácil não funciona?,1,2.1.9,0,,,,,,,,,
7401,2021-04-23 19:53:11,goste5,1,2.1.9,0,,,,,,,,,
7403,2021-04-23 19:19:37,O App não consegue validar minha impressão digital.,1,2.1.9,0,,,,,,,,,
7404,2021-04-23 19:13:31,"Não é possível realizar a validação facial. Mesmo realizando conforme solicitado Não aprova. Tentei com óculos,sem óculos, em local aberto. Celular imóvel. E não pode culpar o celular que utilizo pois é um de ótima câmera, enfim precisa melhorar ou fazer funcionar.",1,2.1.9,0,,,,,,,,,
7405,2021-04-23 19:03:46,"Não reconhece meu rosto, passei 1 hr tentando e não consegui então eu dessiti",1,2.1.9,0,,,,,,,,,
7407,2021-04-23 17:45:18,"Passei o dia tentando cadastrar o reconhecimento facial da minha irmã idosa porque, ela já tinha ficado outros 7 dias tentando fazer sozinha e desistiu. Depois de cerca de dois dias de novas tentativas, com a minha ajuda, consegui fazer o tal reconhecimento facial, ela finalmente passou da nota bronze para a prata, mas após esse nova categoria, depois de algumas horas ela retrocedeu para bronze novamente sem nenhuma explicação e a foto tinha sumido. Será que alguém sério vai corrigir isso?",1,2.1.9,0,,,,,,,,,
7408,2021-04-23 17:15:35,Um lixo,1,2.1.9,0,,,,,,,,,
7409,2021-04-23 17:10:43,Olá me chamo Romário fiz o meu cadastro mais na hora de fazer o reconhecimento facial sempre da erro e não consigo prosseguir tá muito ruim o aplicativo,1,2.1.9,0,,,,,,,,,
7410,2021-04-23 16:45:52,"Aplicativo não abre e nem entra, só carrega!",1,2.1.9,0,,,,,,,,,
7411,2021-04-23 16:37:29,Não funciona,1,2.1.9,0,,,,,,,,,
7412,2021-04-23 16:26:15,"Merdaaaaa....Lixooooo... Reconhecimento facial um lixo, Qr code não aparece. Email não é meu... Telefone não atende Merdaaaa",1,2.1.9,0,,,,,,,,,
7413,2021-04-23 16:25:43,"Não consigo fazer nada nesse app ,muito ruim.",1,2.1.9,0,,,,,,,,,
7414,2021-04-23 16:18:18,Inútil...serve para ocupar memória do do celular...no reconhecimento fácil vai até o momento de tirar a foto....apenas diz q não foi possível e começa tudo novamente,1,2.1.9,0,,,,,,,,,
7415,2021-04-23 16:17:42,pouco tempo para reconhecer a face,1,2.1.9,0,,,,,,,,,
7416,2021-04-23 15:48:07,"Esqueci minha senha e ao clicar nesta opção,pede para digitar o codigo.Mas não aparece nenhum codigo no meu Email.Por que?",1,2.1.9,0,,,,,,,,,
7417,2021-04-23 15:34:20,"Esse aplicativo é muito ruim, sempre da erro no captcha e nunca funciona o reconhecimento facial, muitas pessoas tentaram em outros aparelhos e não deu certo😡",1,2.1.9,0,,,,,,,,,
7418,2021-04-23 15:19:02,Não funciona o reconhecimento facial,1,2.1.9,0,,,,,,,,,
7419,2021-04-23 15:15:34,"Os caras esqueceram que nem todo mundo tem registro no Detran para ter biometrias cadastrado, e utilizam isso como único meio acesso, simplesmente irresponsáveis, impedem o acesso a um meio governamental único por conta de um biometria, do que adianta desenvolver mil funcionalidade se a porta de entrada não funciona?!",1,2.1.9,0,,,,,,,,,
7420,2021-04-23 15:14:23,Cansei de tentar validação facial se não vou ficar com torcicolo e problemas faciais.,1,2.1.9,0,,,,,,,,,
7421,2021-04-23 15:05:17,Eu não tenho CNH como faço pra me cadastrar nesse aplicativo que só complica em vez de nós ajudar.,1,2.1.9,0,,,,,,,,,
7422,2021-04-23 15:04:51,App um lixo vc fica fica fica e não do lugar pra te ajuda em nada,1,2.1.9,0,,,,,,,,,
7423,2021-04-23 15:02:56,Estou tentando entrar na carteira de trabalho digital.no meu gov e não consigo preciso ver andamento do seguro e não consigo não consigo abrir ele,1,2.1.9,0,,,,,,,,,
7424,2021-04-23 14:53:01,Péssimo. Essa biometria nunca funciona... Simplesmente não dá pra usar.,1,2.1.9,0,,,,,,,,,
7425,2021-04-23 14:46:51,sistema biométrico horrível,1,2.1.9,0,,,,,,,,,
7429,2021-04-23 14:18:48,péssima valiação pessoal,1,2.1.9,0,,,,,,,,,
7430,2021-04-23 14:13:04,"não consigo entrar pois nunca manda o código de verificação, mesmo com meus dados atualizados",1,2.1.9,0,,,,,,,,,
7431,2021-04-23 14:05:15,péssimo,1,2.1.9,0,,,,,,,,,
7432,2021-04-23 13:19:08,dificil,1,2.1.9,0,,,,,,,,,
7433,2021-04-23 13:16:53,Porque não reconhece facial??,1,2.1.9,0,,,,,,,,,
7434,2021-04-23 13:12:44,Não funciona a biometria facial,1,2.1.9,0,,,,,,,,,
7435,2021-04-23 13:00:37,tá de sacanagem com essa validação facial? meia hora pra fazer um reconhecimento fácil.,1,2.1.9,0,,,,,,,,,
7437,2021-04-23 12:36:55,ruim,1,2.1.9,0,,,,,,,,,
7438,2021-04-23 12:13:27,"App inútil, uma vez que não é possível utilizá-lo! Corrijam os erros! O problema é o mesmo relatado por muitos usuários, em qualquer circunstâncias o reconhecimento facial é negadado, por mais que troque de ambiente, iluminação, câmera e etc. Estou tentando já tem mais de semanas e não obtenho sucesso. Fico na espera de uma atualização que resolva o problema!!!",1,2.1.9,11,,,,,,,,,
7439,2021-04-23 11:57:56,Muito ruim,1,2.1.9,0,,,,,,,,,
7440,2021-04-23 11:53:32,"Tem como dar 0 estrelas? Como vocês pedem informações obrigatórias de CNH pra alguém que nem tem? Reconhecimento Fácil fala que não sou eu. Pronto, agora eu fiz até plástica. Tenho habilitação e plástica, irado em Governo. Manda um salve pro Burronario ai",1,2.1.6,0,,,,,,,,,
7443,2021-04-23 10:57:26,legal,1,2.1.9,0,,,,,,,,,
7444,2021-04-23 09:26:31,"Ainda não consegui fazer a validação facial. Tentei de todas as formas possíveis e nada! Tenho no sistema do governo fotos recentes pois acabei de renovar a carteira de motorista, então não é por falta de atualização de documentos. Porém não consigo validar! Seria melhor se usassem validação com digital. Não gostei deste aplicativo, terei que usar( não sei como) pois sou funcionária pública, mas pra mim tá péssimo.",1,2.1.9,38,,,,,,,,,
7445,2021-04-23 06:10:48,Atrasa as mensagens de confirmacao,1,3.0.0,0,,,,,,,,,
7446,2021-04-23 04:20:43,muito ruim,1,2.1.9,0,,,,,,,,,
7447,2021-04-23 03:17:28,"péssimo não consigo validar, já tirei inúmeras vezes as fotos frontal de lado sorindo piscando e nada de abri ou confirma minha identidade, tenho CNH QR cond não funciona péssimo este aplicativo bem na hora que mais precisamos governo menos buroclasia",1,2.1.9,0,,,,,,,,,
7448,2021-04-23 03:06:07,O reconhecimento facial não funciona aparece invalido,1,2.1.9,0,,,,,,,,,
7450,2021-04-23 02:19:00,"O reconhecimento facial desse aplicativos é desastroso, nunca vi uma ineficácia tão grande quanto essa!",1,2.1.9,0,,,,,,,,,
7451,2021-04-23 01:59:52,App passimo nunca consegui validar essa aplicativo tentei de várias formas e não faz o reconhecimento facial,1,2.1.9,0,,,,,,,,,
7452,2021-04-23 01:07:39,Baixei e não consigo abri o app,1,2.1.9,0,,,,,,,,,
7453,2021-04-23 01:05:50,"E simplesmente impossível fazer o reconhecimento facial, segue todos os passos e na hora da foto fala que não é possível cadastrar biometria! Facial e uma coisa e biometria e outra . Tô precisando tirar um PB4 e tô agarrado no aplicativo que pede por várias vezes a confirmação de imagens",1,2.1.9,0,,,,,,,,,
7454,2021-04-23 00:57:41,"Ridículo, horrível, ineficiente, ridículo, horrivel,um descaso com todos os usuarios, estou aqui de novo e ess app, não funciona , nem o app nem o site,nem nada.",1,3.0.0,0,,,,,,,,,
7455,2021-04-23 00:53:28,muito chato validar ele,1,2.1.9,0,,,,,,,,,
7456,2021-04-23 00:41:54,"Nunca vi algo tão burrocrativo, não escrevi errado não, estou desde ontem tentando e nada, da tudo qto é erro, não consegui passar do criar a conta, pelo q vi dos comentários até 2022 talvez termine, poxa vida algo q era p ser tão simples e dificultar tanto, tá explicado o pq as pessoas desistem das coisas, pela tremenda burocracia do sistema, pior q não tem nada p auxiliar, já olhei trocentos videos no yotube p tentar achar o erro e nada, já tentei com CPF, já tentei senha, horrívelllll",1,2.1.9,0,,,,,,,,,
7457,2021-04-23 00:06:15,Reconhecimento facial não dá certo. Fiz várias vezes.,1,2.1.9,0,,,,,,,,,
7458,2021-04-22 23:45:39,Então... Eu aperto pra efetuar login. E da acesso recusado.,1,2.1.9,0,,,,,,,,,
7459,2021-04-22 23:36:59,Nao estou conseguindo fazer a biometria facial,1,2.1.9,0,,,,,,,,,
7460,2021-04-22 23:29:23,N consigo entrar de jeito nenhum só dá erro até msm no site,1,2.1.9,0,,,,,,,,,
7461,2021-04-22 23:14:00,Não consigo fazer o reconhecimento facial!,1,2.1.9,0,,,,,,,,,
7464,2021-04-22 22:44:23,"Aplicativo seu utilidade pra mim. Baixei só pra fazer a prova de vida, e não valida a foto de jeito nenhum. nota zero",1,2.1.9,0,,,,,,,,,
7465,2021-04-22 22:42:55,"O reconhecimento facial não esta funcionando, nunca consegui completar o acesso",1,2.1.9,0,,,,,,,,,
7466,2021-04-22 22:40:02,pouco tempo para a validação facial,1,2.1.9,0,,,,,,,,,
7467,2021-04-22 22:32:37,"Meu Deus !!! A validação fácil é a coisa mais sem noção que já vi !!!! Algoritmo horrível, péssimo, inviável!",1,2.1.9,0,,,,,,,,,
7468,2021-04-22 22:27:24,"Não consigo validação facial, emagreci 22 kg em relação a foto da justiça eleitoral !",1,2.1.9,0,,,,,,,,,
7469,2021-04-22 22:27:23,Não reconhece meu rosto de forma alguma,1,2.1.9,0,,,,,,,,,
7470,2021-04-22 22:20:46,Aplicativo péssimo.,1,2.1.9,0,,,,,,,,,
7471,2021-04-22 22:02:58,"App ruim, o reconhecimento facial e muito difícil de fazer, precisa melhorar esse sistema, não consigo entrar, quando chega no final aparece a mensagem que não foi possivel validar a foto, afff!!! Melhore esse app",1,2.1.9,0,,,,,,,,,
7472,2021-04-22 21:55:18,"Ineficiente, validação facial da erro não importa qual aparelho uso e agora não consigo mais entrar no app, está indisponível. Estou tentando usar desde domingo e ainda não consegui fazer o que preciso",1,2.1.9,1,,,,,,,,,
7473,2021-04-22 21:51:13,"Não consigo acessar mesmo acessando via web pois diz que não tenho informações de reconhecimento facial no TSE. No sistema prisional o cidadão negro tem, mas para votar o sistema não guarda suas informações. Considerando a quantidade de vezes que tentei e a obrigação de uso do aplicativo a partir de maio/2021 para servidores e pensionistas federais, vejo confusão a vista. A resposta do desenvolvedor é que é preciso ter cadastro no Título de Eleitor ou CNH. Que tal informar que tenho ambos e ainda sou servidor público federal. Meu dados e informações são usados por todos os bancos e empresas estelionatárias, mas o app Meu Gov.Br não tem acesso mesmo eu colocando minha senha? Melhorem urgentemente o API ou acesso para ele. Milhões de reais gastos para nem ser funcional e nem ser operacional.",1,2.1.9,0,,,,,,,,,
7475,2021-04-22 20:31:56,"Aplicativo horrível, o leitor facial não funciona, o app é ruim, de todas as pessoas que vi avaliação, nenhuma elogiou o aplicativo, só vi reclamação e as pessoas responsaveis por esse lixo copiam e colam a mesma resposta para todos, ""varias pessoas conseguiram de primeira"" e coisas do tipo, UMA PINÓIA, N VI UMA AVALIAÇÃO POSITIVA DESSA IMUNDICE. FICA AQUI A MINHA INDIGNAÇÃO COM A INCOMPETENCIA DOS PROFICIONAIS DO NOSSO PAIS",1,2.1.9,0,,,,,,,,,
7476,2021-04-22 20:22:35,"Impossivel fazer o reconhecimento facial. O aplicativo nunca reconhece. Sempre apresenta mensagem de erro meamo estando bem iluminado e com fundo branco. Como pode uma ferramenta para idoso não funcionar? Ja tentei muitas vezes Mais de 50 vezes com certeza E ate agora nada Meu pai tem 85 anos e precisa fazer a prova de vida. Tem cadastro no Sigepe, tem habilitacao E mesmo assim nao efetiva a biometria facial Revoltante. Com tanta gente reclamando vcs nao toma providências?",1,2.1.9,3,,,,,,,,,
7477,2021-04-22 19:57:31,"App muito ruim, tentei inúmeras vezes até conseguir concluir com a aceitação da minha foto. Precisa melhorar e muito.",1,2.1.9,0,,,,,,,,,
7478,2021-04-22 19:34:28,Tempo muito pouco para avaliar as fotos aff...minha mãe está sem fazer prova de vida por conta disso,1,2.1.9,0,,,,,,,,,
7479,2021-04-22 19:25:14,De forma alguma consigo realizar biometria facial... Já tentei mais de 10vezes...,1,2.1.9,0,,,,,,,,,
7481,2021-04-22 19:18:40,horrível,1,2.1.9,0,,,,,,,,,
7482,2021-04-22 19:02:54,"Reconhecimento facial não funciona! Péssimo!!! Tentei com câmera frontal, câmera traseira, com vários tipos de iluminação e nada!",1,2.1.9,0,,,,,,,,,
7483,2021-04-22 19:01:18,20 min até fazer o reconhecimento facial,1,2.1.9,0,,,,,,,,,
7484,2021-04-22 18:42:17,"Há 3 dias tentando cadastrar uma senha para ver meu tempo de serviço no INSS. Tento por reconhecimento facial e a plataforma não aceita. Tento pelas empresas que contribuí, porém não aparece anos antigos, meu banco não é cadastrado, não sei mais como apenas me CADASTRAR no INSS. A plataforma foi feita de uma forma que impossibilita muita gente de APENAS conseguir cadastrar a senha para ter acesso à própria vida laboral. Lamentável. Vou tentar ir pessoalmente a uma agência na ESPERANÇA ATIVA em ser atendida para CADASTRAR UMA SENHA.",1,2.1.9,2,,,,,,,,,
7485,2021-04-22 18:40:03,pessimo,1,2.1.9,0,,,,,,,,,
7486,2021-04-22 18:06:49,"Aplicativo muito ruim, não consigo fazer a biometria facial do meu pai, quando faz a foto é inválida, muito ruim, app não funciona assim como qualquer coisa nessa república bananeira Funcionaria se fosse pra um ex presidente condenado, filhos do atual presidente ou magistrados do STF",1,2.1.9,1,,,,,,,,,
7487,2021-04-22 17:35:28,"Uma luta pra logar usando o reconhecimento facial, nem em outros aplicativos (Inter, por exemplo) que também faz uso do reconhecimento facial é tão custoso assim. Existem muitas outras formas menos trabalhosas de confirmar que eu sou eu, mas enfim, depois de um bom tempo consegui logar e como recompensa tenho uma foto feia toda vez que entro no aplicativo, a foto reflete meu estado de espírito com o app: uma mistura de calor com cansaço. Não sou bonito, mas a feiúra brilhou dessa vez.",1,2.1.9,9,,,,,,,,,
7488,2021-04-22 17:29:06,Fico igual bobo sorrindo.... piscando.... virando a cabeça...... péssimo reconhecimento facial.,1,2.1.9,1,,,,,,,,,
7490,2021-04-22 17:18:22,"É brincadeira um app desse pra não dizer outra coisa. Pouco tempo para cadastrar a biometria, Inúmeras tentativas, expira muito rápido e não consigo concluir Essas pessoas que estão conseguindo na primeira tentativa devem ser da NASA pois a maioria relatam que não conseguem e expõe todo o problema. Ah! E vocês informam para cadastrar a biometria CNH e título de eleitor mas só aparece a CNH! A ideia é ótima mas precisa de aperfeiçoamento antes de ser colocado como app. Parece um jogo!",1,2.1.9,42,,,,,,,,,
7491,2021-04-22 17:11:25,"Péssimo!! A leitura facial é horrível, não reconhece nada, e ainda por cima tem o tempo estimado, se passar desse tempo vc tem que começar tudo de novo!",1,2.1.9,0,,,,,,,,,
7492,2021-04-22 17:00:27,obs nao consigo recuperar minha senha pesso ajuda,1,2.1.9,0,,,,,,,,,
7493,2021-04-22 16:57:12,"Não consegui validação facial, o que eu faço já tentei mais de 20x",1,2.1.9,1,,,,,,,,,
7494,2021-04-22 16:40:06,"Depois de quase 2 meses tentando, hoje consegui...",1,2.1.9,0,,,,,,,,,
7496,2021-04-22 16:29:24,Aplicativo horrivel não recolhece a validação facial,1,2.1.9,0,,,,,,,,,
7498,2021-04-22 16:18:39,"Péssimo, até agora não consegui validar a foto que estão me pedindo, ja informei todos meus dados e email, QUEM PODE ME AJUDAR??? SÓ QUERO DAR ENTRADA NO SEGURO DESEMPREGO!",1,2.1.9,0,,,,,,,,,
